"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"082037","Geraci Siculo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1765,"p","dato provvisorio"
"058044","Gerano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1206,"p","dato provvisorio"
"018071","Gerenzago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1411,"p","dato provvisorio"
"012075","Gerenzano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10891,"p","dato provvisorio"
"001113","Germagnano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1131,"p","dato provvisorio"
"103032","Germagno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",188,"p","dato provvisorio"
"012076","Germignaga","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3897,"p","dato provvisorio"
"102016","Gerocarne","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2034,"p","dato provvisorio"
"014031","Gerola Alta","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",157,"p","dato provvisorio"
"019048","Gerre de' Caprioli","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1336,"p","dato provvisorio"
"015106","Gessate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8765,"p","dato provvisorio"
"069040","Gessopalena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1311,"p","dato provvisorio"
"064036","Gesualdo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3418,"p","dato provvisorio"
"017078","Ghedi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",18630,"p","dato provvisorio"
"003073","Ghemme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3467,"p","dato provvisorio"
"103033","Ghiffa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2362,"p","dato provvisorio"
"095021","Ghilarza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4409,"p","dato provvisorio"
"016113","Ghisalba","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6165,"p","dato provvisorio"
"002062","Ghislarengo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",826,"p","dato provvisorio"
"029027","Giacciano con Baruchella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2074,"p","dato provvisorio"
"001114","Giaglione","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",602,"p","dato provvisorio"
"017079","Gianico","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2143,"p","dato provvisorio"
"054021","Giano dell'Umbria","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3813,"p","dato provvisorio"
"061040","Giano Vetusto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",660,"p","dato provvisorio"
"082038","Giardinello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2306,"p","dato provvisorio"
"082041","Gratteri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",905,"p","dato provvisorio"
"001117","Gravere","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",671,"p","dato provvisorio"
"057031","Greccio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1551,"p","dato provvisorio"
"054024","Gubbio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",31324,"p","dato provvisorio"
"036017","Guiglia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3929,"p","dato provvisorio"
"017081","Gussago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16719,"p","dato provvisorio"
"004102","Igliano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",66,"p","dato provvisorio"
"097039","Imbersago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2469,"p","dato provvisorio"
"103037","Intragna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",111,"p","dato provvisorio"
"013118","Inverigo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9198,"p","dato provvisorio"
"018077","Inverno e Monteleone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1471,"p","dato provvisorio"
"015114","Inzago","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11321,"p","dato provvisorio"
"077013","Irsina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4632,"p","dato provvisorio"
"004103","Isasca","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",78,"p","dato provvisorio"
"079063","Isca sullo Ionio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1554,"p","dato provvisorio"
"071025","Ischitella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4373,"p","dato provvisorio"
"017085","Iseo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",9155,"p","dato provvisorio"
"022098","Isera","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2765,"p","dato provvisorio"
"082042","Isnello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1418,"p","dato provvisorio"
"005059","Isola d'Asti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2023,"p","dato provvisorio"
"010027","Isola del Cantone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1445,"p","dato provvisorio"
"053012","Isola del Giglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1403,"p","dato provvisorio"
"067026","Isola del Gran Sasso d'Italia","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4621,"p","dato provvisorio"
"060043","Isola del Liri","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11187,"p","dato provvisorio"
"041021","Isola del Piano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",555,"p","dato provvisorio"
"023040","Isola della Scala","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",11538,"p","dato provvisorio"
"082043","Isola delle Femmine","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",7099,"p","dato provvisorio"
"101013","Isola di Capo Rizzuto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",17462,"p","dato provvisorio"
"016121","Isola di Fondra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",173,"p","dato provvisorio"
"019053","Isola Dovarese","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1139,"p","dato provvisorio"
"023041","Isola Rizza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3248,"p","dato provvisorio"
"006087","Isola Sant'Antonio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",659,"p","dato provvisorio"
"024048","Isola Vicentina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",10331,"p","dato provvisorio"
"001123","Isolabella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",379,"p","dato provvisorio"
"008032","Isolabona","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",686,"p","dato provvisorio"
"071026","Isole Tremiti","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",458,"p","dato provvisorio"
"017086","Isorella","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4126,"p","dato provvisorio"
"065059","Ispani","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1001,"p","dato provvisorio"
"088005","Ispica","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16334,"p","dato provvisorio"
"012084","Ispra","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5298,"p","dato provvisorio"
"001124","Issiglio","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",395,"p","dato provvisorio"
"007036","Issime","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",405,"p","dato provvisorio"
"016122","Isso","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",648,"p","dato provvisorio"
"012088","Leggiuno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3738,"p","dato provvisorio"
"001130","Leini","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",16477,"p","dato provvisorio"
"016125","Lenna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",574,"p","dato provvisorio"
"057033","Leonessa","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2218,"p","dato provvisorio"
"004107","Lequio Tanaro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",762,"p","dato provvisorio"
"004108","Lesegno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",834,"p","dato provvisorio"
"034019","Lesignano de' Bagni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5074,"p","dato provvisorio"
"071027","Lesina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6302,"p","dato provvisorio"
"108026","Lesmo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8558,"p","dato provvisorio"
"001132","Lessolo","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1802,"p","dato provvisorio"
"030048","Lestizza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3709,"p","dato provvisorio"
"061044","Letino","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",666,"p","dato provvisorio"
"083038","Letojanni","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2846,"p","dato provvisorio"
"063039","Lettere","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6192,"p","dato provvisorio"
"068020","Lettomanoppello","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2817,"p","dato provvisorio"
"069048","Lettopalena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",329,"p","dato provvisorio"
"011017","Levanto","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5368,"p","dato provvisorio"
"016126","Levate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3748,"p","dato provvisorio"
"075037","Leverano","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",13956,"p","dato provvisorio"
"004109","Levice","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",196,"p","dato provvisorio"
"022104","Levico Terme","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8133,"p","dato provvisorio"
"001133","Levone","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",445,"p","dato provvisorio"
"013126","Lezzeno","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2024,"p","dato provvisorio"
"061045","Liberi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1104,"p","dato provvisorio"
"083039","Librizzi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",1619,"p","dato provvisorio"
"084021","Licata","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",36113,"p","dato provvisorio"
"045009","Licciana Nardi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4870,"p","dato provvisorio"
"058051","Licenza","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",896,"p","dato provvisorio"
"087020","Licodia Eubea","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3005,"p","dato provvisorio"
"097043","Lierna","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",2139,"p","dato provvisorio"
"002070","Lignana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",545,"p","dato provvisorio"
"030049","Lignano Sabbiadoro","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",6837,"p","dato provvisorio"
"007042","Lillianes","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",444,"p","dato provvisorio"
"025029","Limana","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",5328,"p","dato provvisorio"
"062038","Limatola","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",4140,"p","dato provvisorio"
"102019","Limbadi","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3478,"p","dato provvisorio"
"108027","Limbiate","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",35186,"p","dato provvisorio"
"028045","Limena","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",8051,"p","dato provvisorio"
"013128","Limido Comasco","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",3898,"p","dato provvisorio"
"083040","Limina","JAN","popolazione al 1º gennaio","9","totale","TOTAL","totale","99","totale","2020","2020",746,"p","dato provvisorio"
